Series,Ball,CoverSName,CoverSFinish,Weight,RG,DIFF,MBDIFF,Finish_Number,Length,Backend,Hook,eVL,sVA,HookPotential
Sigma Tour,Sigma,Atomix,3000 Laser Scan Sanded,15,2.47,.047,,3000,53,67,53,33.745465965763195,70.51989115580115,67.68206280126647
Sigma Tour,Sigma,Atomix,3000 Laser Scan Sanded,16,2.46,.044,,3000,53,67,53,32.2344303121129,70.97829523050407,66.96077788370881
Primal Impulse,Impulse,Atomix SFP,5500 Laser Scan Polished,12,2.67,.057,,9000,60,77,48,81.24504810413129,42.000565930956434,52.61093863222706
Primal Impulse,Impulse,Atomix SFP,5500 Laser Scan Polished,13,2.64,.058,,9000,60,77,48,75.83474816072442,47.76174306734576,56.087775947724275
Primal Impulse,Impulse,Atomix SFP,5500 Laser Scan Polished,14,2.62,.054,,9000,60,77,48,72.63723825693268,49.55574419920767,56.28118094525158
Primal Impulse,Impulse,Atomix SFP,5500 Laser Scan Polished,15,2.60,.050,,9000,60,77,48,69.43972835314094,51.34974533106959,55.53816892600465
Primal Impulse,Impulse,Atomix SFP,5500 Laser Scan Polished,16,2.60,.050,,9000,60,77,48,69.43972835314094,51.34974533106959,55.53816892600465
Ascent Solid,Recon,MOTIVator-Z,3000 Laser Scan Sanded,12,2.62,.038,,3000,40,53,48,61.14784287578016,39.95961950894208,54.331199660713544
Ascent Solid,Recon,MOTIVator-Z,3000 Laser Scan Sanded,13,2.62,.030,,3000,40,53,48,61.84959726174507,36.45084757911752,49.79117656488894
Ascent Solid,Recon,MOTIVator-Z,3000 Laser Scan Sanded,14,2.61,.025,,3000,40,53,48,60.51400020458599,36.032058671364304,47.94566537665632
Ascent Solid,Recon,MOTIVator-Z,3000 Laser Scan Sanded,15,2.59,.025,,3000,40,53,48,56.9656131078118,39.5804457681385,49.65004728395388
Ascent Solid,Recon,MOTIVator-Z,3000 Laser Scan Sanded,16,2.59,.018,,3000,40,53,48,57.57964819553109,36.51027032954201,46.23568058100482
Primal TV4,Thrust,Vicious Pearl,5500 Laser Scan Polished,12,2.66,.031,,9000,53,63,45,81.7515563101302,32.371250707413665,41.83409903583203
Primal TV4,Thrust,Vicious Pearl,5500 Laser Scan Polished,13,2.61,.042,,9000,53,63,45,71.9156762874929,46.06677985285797,49.13312520657494
Primal TV4,Thrust,Vicious Pearl,5500 Laser Scan Polished,14,2.57,.048,,9000,53,63,45,64.29258630447083,55.795132993774786,56.614012758727704
Primal TV4,Thrust,Vicious Pearl,5500 Laser Scan Polished,15,2.54,.052,,9000,53,63,45,58.619128466327126,62.87209960384831,61.540347749232296
Primal TV4,Thrust,Vicious Pearl,5500 Laser Scan Polished,16,2.53,.048,,9000,53,63,45,57.19581211092244,62.89190718732318,60.02644819112499
King Venom,Sigma™,Propulsion MXV Hybrid,2000 LSP,14,2.50,.044,,9000,,,,52.224108658743646,66.46010186757215,59.657203136028905
King Venom,Sigma™,Propulsion MXV Hybrid,2000 LSP,15,2.47,.047,,9000,,,,46.63837011884554,73.09847198641762,63.68203386188943
King Venom,Sigma™,Propulsion MXV Hybrid,2000 LSP,16,2.48,.041,,9000,,,,48.93887945670629,68.69269949066214,55.974141737427075
Rising Venom,Gear™ APG Asymmetrical,Turmoil MFS Solid,4000 LSS,12,2.63,.020,.007,4000,54,66,60,64.19465020474392,33.6348278062863,45.9997633305967
Rising Venom,Gear™ APG Asymmetrical,Turmoil MFS Solid,4000 LSS,13,2.56,.028,.009,4000,54,66,60,50.26273016925856,50.373765385631316,55.4386973048768
Rising Venom,Gear™ APG Asymmetrical,Turmoil MFS Solid,4000 LSS,14,2.50,.033,.012,4000,54,66,60,37.96275617149168,64.42812534831046,63.360670136436845
Rising Venom,Gear™ APG Asymmetrical,Turmoil MFS Solid,4000 LSS,15,2.47,.036,.013,4000,54,66,60,31.971612226188178,71.47190087256135,67.3174183172982
Rising Venom,Gear™ APG Asymmetrical,Turmoil MFS Solid,4000 LSS,16,2.48,.032,.011,4000,54,66,60,34.9074937783685,67.1325105484512,64.21929551245623
Jackal Howl,Predator™ V2 Asymmetric,Coercion HFS,3000 LSS,12,2.64,.030,.010,3000,53,74,78,61.343930304465204,36.95651453639738,51.57709469494893
Jackal Howl,Predator™ V2 Asymmetric,Coercion HFS,3000 LSS,13,2.57,.040,.011,3000,53,74,78,47.641977077893934,54.16723969279322,65.15696496764618
Jackal Howl,Predator™ V2 Asymmetric,Coercion HFS,3000 LSS,14,2.51,.049,.014,3000,53,74,78,34.9911258871446,69.97598562038465,70.23813052495765
Jackal Howl,Predator™ V2 Asymmetric,Coercion HFS,3000 LSS,15,2.47,.054,.015,3000,53,74,78,27.050349796962813,79.67114767547872,75.1364338243687
Jackal Howl,Predator™ V2 Asymmetric,Coercion HFS,3000 LSS,16,2.48,.047,.013,3000,53,74,78,30.24938924387998,74.01596787768436,70.61934052930832
Jackal Shadow,Predator™ V2 Asymmetric,Leverage Solid,3000 LSS,12,2.64,.030,.010,3000,60,72,73,61.343930304465204,36.95651453639738,51.57709469494893
Jackal Shadow,Predator™ V2 Asymmetric,Leverage Solid,3000 LSS,13,2.57,.040,.011,3000,60,72,73,47.641977077893934,54.16723969279322,65.15696496764618
Jackal Shadow,Predator™ V2 Asymmetric,Leverage Solid,3000 LSS,14,2.51,.049,.014,3000,60,72,73,34.9911258871446,69.97598562038465,70.23813052495765
Jackal Shadow,Predator™ V2 Asymmetric,Leverage Solid,3000 LSS,15,2.47,.054,.015,3000,60,72,73,27.050349796962813,79.67114767547872,75.1364338243687
Jackal Shadow,Predator™ V2 Asymmetric,Leverage Solid,3000 LSS,16,2.48,.047,.013,3000,60,72,73,30.24938924387998,74.01596787768436,70.61934052930832
Raptor Supreme,Affliction™ Symmetric,Coercion MXC Solid,3000 LSS,14,2.52,.052,,3000,14,16,62,42.17783721647058,63.841905870006045,67.25316460637491
Raptor Supreme,Affliction™ Symmetric,Coercion MXC Solid,3000 LSS,15,2.50,.052,,3000,14,16,62,38.62945011969638,67.39029296678024,68.00150558236658
Raptor Supreme,Affliction™ Symmetric,Coercion MXC Solid,3000 LSS,16,2.49,.052,,3000,14,16,62,36.85525657130932,69.1644865151673,68.44627604603116
Raptor Altitude,Affliction,Infusion HV Pearl,5500 LSP,14,2.52,0.052,,9000,17,18.5,57,55.07074136955293,66.42048670062252,63.009155145603245
Raptor Altitude,Affliction,Infusion HV Pearl,5500 LSP,15,2.50,0.052,,9000,17,18.5,57,51.522354272778735,69.96887379739671,63.98661666782946
Raptor Altitude,Affliction,Infusion HV Pearl,5500 LSP,16,2.49,0.052,,9000,17,18.5,57,49.748160724391674,71.74306734578377,64.54796615359125
Ultimate Jackal,Predator™ V2,Coercion HFS,3000 LSS,14,2.51,.049,.014,3000,,,,34.9911258871446,69.97598562038465,70.23813052495765
Ultimate Jackal,Predator™ V2,Coercion HFS,3000 LSS,15,2.47,.054,.015,3000,,,,27.050349796962813,79.67114767547872,75.1364338243687
Ultimate Jackal,Predator™ V2,Coercion HFS,3000 LSS,16,2.48,.047,.013,3000,,,,30.24938924387998,74.01596787768436,70.61934052930832
Trident Tempest,Sidewinder™,Infusion HV Pearl,4000 LSS,12,2.63,.036,.010,4000,,,,61.57492521659788,41.86858788215164,54.88002346483634
Trident Tempest,Sidewinder™,Infusion HV Pearl,4000 LSS,13,2.56,.051,.015,4000,,,,45.812753877177,62.89391711630936,68.29381281151505
Trident Tempest,Sidewinder™,Infusion HV Pearl,4000 LSS,14,2.52,.049,.013,4000,,,,39.70222909093064,68.3026875165908,69.19256943201187
Trident Tempest,Sidewinder™,Infusion HV Pearl,4000 LSS,15,2.52,.049,.013,4000,,,,39.70222909093064,68.3026875165908,69.19256943201187
Trident Tempest,Sidewinder™,Infusion HV Pearl,4000 LSS,16,2.52,.049,.013,4000,,,,39.70222909093064,68.3026875165908,69.19256943201187
2020 Revolt,Vanquish™,Coercion HFS,3500 LSS,12,2.63,.030,,3500,,,,64.92039998675241,34.93597586605452,49.18142734390532
2020 Revolt,Vanquish™,Coercion HFS,3500 LSS,13,2.56,.044,,3500,,,,51.272974972604175,53.49568158195714,60.119612957114654
2020 Revolt,Vanquish™,Coercion HFS,3500 LSS,14,2.50,.056,,3500,,,,39.575182103334214,69.40400076701657,69.68384154079584
2020 Revolt,Vanquish™,Coercion HFS,3500 LSS,15,2.47,.056,,3500,,,,34.252601458172954,74.72658141217784,71.31215347467727
2020 Revolt,Vanquish™,Coercion HFS,3500 LSS,16,2.46,.057,,3500,,,,32.3906886115402,76.93937145179305,72.53672625016533
Jackal Attack,Predator™ V3,Coercion HV2,2000 LSS,14,2.50,.052,.018,2000,11,16,62,28.489509275061064,74.11906155460993,72.46873437711636
Jackal Attack,Predator™ V3,Coercion HV2,2000 LSS,15,2.47,.055,.019,2000,11,16,62,22.498365329757565,81.1628370788608,75.89843045530966
Jackal Attack,Predator™ V3,Coercion HV2,2000 LSS,16,2.47,.053,.018,2000,11,16,62,23.079209331654198,79.88023869099926,74.78181899546537
Jackal Magic,Predator™ V2 (16#-14#) / Sinister™ (13#-12#),Coercion HFH,3000 LSS,12,2.64,.036,.013,3000,,,,59.6013982987753,40.804309699982014,55.36088097806312
Jackal Magic,Predator™ V2 (16#-14#) / Sinister™ (13#-12#),Coercion HFH,3000 LSS,13,2.58,.052,.018,3000,,,,45.525701209495864,60.494041876980745,67.61335744812847
Jackal Magic,Predator™ V2 (16#-14#) / Sinister™ (13#-12#),Coercion HFH,3000 LSS,14,2.51,.049,.014,3000,,,,34.9911258871446,69.97598562038465,70.23813052495765
Jackal Magic,Predator™ V2 (16#-14#) / Sinister™ (13#-12#),Coercion HFH,3000 LSS,15,2.47,.054,.015,3000,,,,27.050349796962813,79.67114767547872,75.1364338243687
Jackal Magic,Predator™ V2 (16#-14#) / Sinister™ (13#-12#),Coercion HFH,3000 LSS,16,2.48,.047,.013,3000,,,,30.24938924387998,74.01596787768436,70.61934052930832
Jackal Slash,Predator™ V3,Coercion HV2,2000 LSS,14,2.50,.052,.018,2000,11,16,62,28.489509275061064,74.11906155460993,72.46873437711636
Jackal Slash,Predator™ V3,Coercion HV2,2000 LSS,15,2.47,.055,.019,2000,11,16,62,22.498365329757565,81.1628370788608,75.89843045530966
Jackal Slash,Predator™ V3,Coercion HV2,2000 LSS,16,2.47,.053,.018,2000,11,16,62,23.079209331654198,79.88023869099926,74.78181899546537
Royal Revolt,Vanquish,Coercion HFS,3000 LSS,12,2.63,.030,,3000,,,,63.62379081013213,34.67665403073046,49.24519332925842
Royal Revolt,Vanquish,Coercion HFS,3000 LSS,13,2.56,.044,,3000,,,,49.97636579598388,53.2363597466331,60.15535886231599
Royal Revolt,Vanquish,Coercion HFS,3000 LSS,14,2.50,.056,,3000,,,,38.27857292671392,69.14467893169251,69.7355970095933
Royal Revolt,Vanquish,Coercion HFS,3000 LSS,15,2.47,.056,,3000,,,,32.95599228155267,74.46725957685378,71.40897316417617
Royal Revolt,Vanquish,Coercion HFS,3000 LSS,16,2.46,.057,,3000,,,,31.094079434919912,76.68004961646898,72.64319323154483
Jackal Wild,Predator V2,Coercion HFS Solid,3000 LSS,14,2.51,.049,.014,3000,,,,34.9911258871446,69.97598562038465,70.23813052495765
Jackal Wild,Predator V2,Coercion HFS Solid,3000 LSS,15,2.47,.054,.015,3000,,,,27.050349796962813,79.67114767547872,75.1364338243687
Jackal Wild,Predator V2,Coercion HFS Solid,3000 LSS,16,2.48,.047,.013,3000,,,,30.24938924387998,74.01596787768436,70.61934052930832
Jackal Hunt,Predator V3,Coercion HV2,2000 LSS,14,2.50,.052,.018,2000,,,,28.489509275061064,74.11906155460993,72.46873437711636
Jackal Hunt,Predator V3,Coercion HV2,2000 LSS,15,2.47,.055,.019,2000,,,,22.498365329757565,81.1628370788608,75.89843045530966
Jackal Hunt,Predator V3,Coercion HV2,2000 LSS,16,2.47,.053,.018,2000,,,,23.079209331654198,79.88023869099926,74.78181899546537
Black Jackal,Predator V3,Coercion HV2,2000 LSS,14,2.50,.052,.018,2000,,,,28.489509275061064,74.11906155460993,72.46873437711636
Black Jackal,Predator V3,Coercion HV2,2000 LSS,15,2.47,.055,.019,2000,,,,22.498365329757565,81.1628370788608,75.89843045530966
Black Jackal,Predator V3,Coercion HV2,2000 LSS,16,2.47,.053,.018,2000,,,,23.079209331654198,79.88023869099926,74.78181899546537
Jackal Shred,Predator V3,Coercion HV2 Solid,2000 LSS,14,2.50,.052,.018,2000,,,,28.489509275061064,74.11906155460993,72.46873437711636
Jackal Shred,Predator V3,Coercion HV2 Solid,2000 LSS,15,2.47,.055,.019,2000,,,,22.498365329757565,81.1628370788608,75.89843045530966
Jackal Shred,Predator V3,Coercion HV2 Solid,2000 LSS,16,2.47,.053,.018,2000,,,,23.079209331654198,79.88023869099926,74.78181899546537
Jackal Chase,Predator™ V3,Coercion HVH,2000 Laser Scan Sanded,14,2.50,.052,.018,2000,,,,28.489509275061064,74.11906155460993,72.46873437711636
Jackal Chase,Predator™ V3,Coercion HVH,2000 Laser Scan Sanded,15,2.47,.055,.019,2000,,,,22.498365329757565,81.1628370788608,75.89843045530966
Jackal Chase,Predator™ V3,Coercion HVH,2000 Laser Scan Sanded,16,2.47,.053,.018,2000,,,,23.079209331654198,79.88023869099926,74.78181899546537
Jackal Boss,Predator™ V2,Coercion HVH,3000 LSS,14,2.51,.049,.014,3000,,,,34.9911258871446,69.97598562038465,70.23813052495765
Jackal Boss,Predator™ V2,Coercion HVH,3000 LSS,15,2.47,.054,.015,3000,,,,27.050349796962813,79.67114767547872,75.1364338243687
Jackal Boss,Predator™ V2,Coercion HVH,3000 LSS,16,2.48,.047,.013,3000,,,,30.24938924387998,74.01596787768436,70.61934052930832
Jackal Fury,Predator™ V2,Coercion Pearl,3000 LSS,14,2.51,.049,.014,3000,,,,34.9911258871446,69.97598562038465,70.23813052495765
Jackal Fury,Predator™ V2,Coercion Pearl,3000 LSS,15,2.47,.054,.015,3000,,,,27.050349796962813,79.67114767547872,75.1364338243687
Jackal Fury,Predator™ V2,Coercion Pearl,3000 LSS,16,2.48,.047,.013,3000,,,,30.24938924387998,74.01596787768436,70.61934052930832
Jackal Scar,Predator V2,Coercion HVH,3000 LSS,14,2.51,.049,.014,3000,,,,34.9911258871446,69.97598562038465,70.23813052495765
Jackal Scar,Predator V2,Coercion HVH,3000 LSS,15,2.47,.054,.015,3000,,,,27.050349796962813,79.67114767547872,75.1364338243687
Jackal Scar,Predator V2,Coercion HVH,3000 LSS,16,2.48,.047,.013,3000,,,,30.24938924387998,74.01596787768436,70.61934052930832
Gold Revolt,Vanquish™,Coercion HFP,3000 LSS,12,2.63,.030,,3000,,,,63.62379081013213,34.67665403073046,49.24519332925842
Gold Revolt,Vanquish™,Coercion HFP,3000 LSS,13,2.56,.044,,3000,,,,49.97636579598388,53.2363597466331,60.15535886231599
Gold Revolt,Vanquish™,Coercion HFP,3000 LSS,14,2.50,.056,,3000,,,,38.27857292671392,69.14467893169251,69.7355970095933
Gold Revolt,Vanquish™,Coercion HFP,3000 LSS,15,2.47,.056,,3000,,,,32.95599228155267,74.46725957685378,71.40897316417617
Gold Revolt,Vanquish™,Coercion HFP,3000 LSS,16,2.46,.057,,3000,,,,31.094079434919912,76.68004961646898,72.64319323154483
Trident Shield,Turbulent,Coercion HVH,3000 LSS,14,2.51,.054,.017,3000,13,16,59,33.33631317970031,73.38518429274123,72.89885139315581
Trident Shield,Turbulent,Coercion HVH,3000 LSS,15,2.49,.054,.017,3000,13,16,59,29.787926082926198,76.93357138951532,73.59293762715767
Trident Shield,Turbulent,Coercion HVH,3000 LSS,16,2.49,.051,.016,3000,13,16,59,30.456489383068444,75.21237651042571,70.5575779089425
Sapphire Jackal,Predator™ Asymmetric,Turmoil MFS Solid,3000 LSS,14,2.48,.060,.015,3000,,,,28.298227555876185,80.52853307446009,76.79136556934898
Sapphire Jackal,Predator™ Asymmetric,Turmoil MFS Solid,3000 LSS,15,2.46,.060,.015,3000,,,,24.749840459101993,84.07692017123428,78.40340167024294
Sapphire Jackal,Predator™ Asymmetric,Turmoil MFS Solid,3000 LSS,16,2.46,.060,.015,3000,,,,24.749840459101993,84.07692017123428,78.40340167024294
